filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput56.bin,1776112724822,43.0,21.834990000000005,-21.165009999999995,6.201444323695892,4.7839421313256025e-15,6.201444323695892,-17.04003235136663,205.13,0.8332584792681731,200000,1776112724824
