filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput35.bin,1776112724816,8.0,2.88891000000001,-5.11108999999999,0.51427522971654,9.858922567218543e-15,0.51427522971654,-4.235548183688816,136.78,0.09617706811222293,200000,1776112724817
