filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput8.bin,1776112724810,9.0,3.8859150000000113,-5.114084999999989,0.6246195744411154,1.1332303984090686e-14,0.6246195744411153,0.34764508638898517,205.36,0.12404372483058054,200000,1776112724811
