filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput1.bin,1776112724807,41.0,20.868785000000003,-20.131214999999997,7.12831309804606,2.5829649530351163e-15,7.12831309804606,-16.846552203937584,204.94,1.116811146775795,200000,1776112724809
