filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput22.bin,1776112724805,17.0,6.908469999999994,-10.091530000000006,1.0152843242658678,-5.884430720470846e-15,1.015284324265868,-2.328431653811291,483.72,0.23342247584020545,200000,1776112724807
