filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput28.bin,1776112724827,9.0,3.8835050000000138,-5.116494999999986,0.5619554386025639,1.3751559890806675e-14,0.5619554386025639,-4.2040496629970034,205.31,0.10262938671865106,200000,1776112724828
