filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput49.bin,1776112724812,11.0,4.854050000000001,-6.145949999999999,0.5725020502146696,8.640199666842818e-16,0.5725020502146695,-4.4523711006130124,205.155,0.13625430225205126,200000,1776112724813
