filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
capture_001.bin,1776112724820,255.0,135.5013516834603,-119.49864831653969,69.5461699687879,9.164237594664552e-15,69.5461699687879,-5.070459537790067,247.4809535512411,19.956512388415625,4069,1776112724820
capture_002.bin,1776112724821,255.0,132.64585893339887,-122.35414106660113,69.39855488894656,-4.91739578250293e-15,69.39855488894656,-4.881748063593792,2.457606291472106,20.43367164816535,4069,1776112724821
capture_003.bin,1776112724821,255.0,137.6569181617105,-117.3430818382895,72.43750547199697,-1.3411079406826173e-15,72.43750547199697,-5.638148954535227,247.4809535512411,20.27414210159822,4069,1776112724822
