filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput42.bin,1776112724824,44.0,20.884974999999997,-23.115025000000003,6.182029136891463,-2.8194335754960774e-15,6.182029136891463,-16.962840809185142,204.955,0.880021693115958,200000,1776112724826
