filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput61.bin,1776112724818,10.0,3.827415000000002,-6.172584999999998,0.5765669239342471,2.0099832909181716e-15,0.5765669239342472,-4.133864862439247,205.085,0.12786895384855002,200000,1776112724820
