filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
capture_001.bin,1776112724798,255.0,134.40257638932104,-120.59742361067894,69.13142785909977,9.05589347710925e-16,69.13142785909977,-5.741025880763298,3.111581305619516,19.810145307497915,16069,1776112724799
capture_002.bin,1776112724799,255.0,134.20723131495424,-120.79276868504574,69.14199855109324,-8.40500113344202e-15,69.14199855109325,-5.623540805570423,246.8728607878524,20.884311368808813,16069,1776112724800
