filename,timestamp_ms,peak_to_peak,max,min,rms,mean,std,snr_db,dominant_freq_hz,dominant_freq_magnitude,num_samples,computed_at_ms
DataOutput15.bin,1776112724800,45.0,21.878510000000006,-23.121489999999994,6.552287400587677,5.675246939063072e-15,6.552287400587677,-16.441511920037097,205.025,0.7904131110900801,200000,1776112724804
